Dataset   Point Species  Nom      T_1           T_2           T_3           T_4           T_5           T_6           T_7           T_8           T_9           T_10
x30205021   3   NO   0.0253907   0.0267127   0.0275045   0.0273357   0.0271608   0.0269932   0.0268127   0.0266129   0.0263807   0.0261166   0.0257884
x30205021   4   NO   0.00274268   0.0204432   0.04113   0.036782   0.0322268   0.0275426   0.0228035   0.0181124   0.0135907   0.00939693   0.00570861
x30205021   5   NO   0.212324   0.0297665   0.00638098   0.000740656   0.000754435   0.00707312   0.0203364   0.0411662   0.0701859   0.108003   0.155176
x30205021   6   NO   0.258012   0.0144144   0.411448   0.284854   0.177688   0.0928387   0.0334459   0.00312816   0.00584342   0.0459766   0.128303
x30205021   7   NO   1.35613   5.36442   10.8061   9.52318   8.27469   7.06942   5.9173   4.82895   3.81564   2.89006   2.0655
x30205021   8   NO   8.53848   1.56015   0.0228235   0.019815   0.196442   0.572712   1.17054   2.01469   3.13379   4.56222   6.34374
x30205021   9   NO   153.088   165.099   175.691   173.476   171.179   168.803   166.346   163.829   161.237   158.581   155.863
x30205021   10   NO   90.4863   104.149   118.198   115.064   111.935   108.814   105.706   102.615   99.544   96.4966   93.4763
x30205021   11   NO   13.0827   16.755   21.2864   20.1998   19.1596   18.1647   17.2141   16.3066   15.4406   14.6154   13.8299
x30205022   13   HCN   2.76E-07   4.95E-11   7.47E-14   2.48E-13   9.14E-13   3.87E-12   2.00E-11   1.31E-10   1.10E-09   9.80E-09   6.55E-08
x30205022   14   HCN   0.0196761   0.00482339   0.000423849   0.000856791   0.00155036   0.0025656   0.00396177   0.00580617   0.00818678   0.0112064   0.014988
x30205022   15   HCN   0.828843   0.446791   0.229751   0.267988   0.311384   0.360555   0.416242   0.479304   0.550763   0.631825   0.723939
x30205022   16   HCN   142.884   59.0734   26.4659   31.5154   37.5977   44.9527   53.8894   64.8144   78.2708   94.9997   116.038
x30205022   17   HCN   776.837   870.392   208.19   266.057   348.458   474.011   689.598   1144.37   947.482   869.861   818.658
x30205022   19   HCN   3.23881   0.119636   1.4656   0.733697   0.257085   0.0263046   0.0316021   0.262881   0.709812   1.36194   2.20858
x30205022   23   HCN   0.000547214   0.00235539   0.0119396   0.008305   0.00577229   0.00401877   0.00281021   0.00197993   0.00140679   0.00101301   0.000739329
x30205022   24   HCN   1.66E-08   3.74E-08   9.76E-08   7.79E-08   6.27E-08   5.07E-08   4.12E-08   3.39E-08   2.81E-08   2.34E-08   1.96E-08
x30205022   1   NO   3.19E-05   0.000375787   0.000405597   0.000403957   0.00040232   0.000397428   0.000386131   0.000360147   0.000292486   0.00015259   1.56E-05
x30205022   2   NO   0.00102289   0.00116576   0.00144524   0.0014267   0.00136426   0.0012827   0.00120224   0.00113397   0.00108106   0.00104517   0.00102549
x30205022   3   NO   0.000182334   0.00130646   0.00275585   0.00243248   0.00210666   0.00178169   0.00146191   0.00115416   0.000864573   0.000599561   0.000368618
x30205022   4   NO   0.126808   0.0428802   0.0120622   0.0163848   0.0219045   0.0288889   0.0376847   0.0487   0.0624296   0.0794941   0.100636
x30205022   5   NO   39.4913   8.15488   0.387587   0.741701   1.37122   2.56815   5.2445   14.4276   34.724   36.8206   38.2698
x30205022   6   NO   2.43521   2.12157   1.60343   1.73268   1.85472   1.9685   2.07301   2.16756   2.25141   2.32431   2.38558
x30205022   7   NO   0.0770856   0.132908   0.143035   0.145855   0.145702   0.142631   0.136786   0.128438   0.117862   0.105471   0.0917327
x30205022   8   NO   2.04855   1.39728   0.978687   1.05434   1.13947   1.2346   1.34026   1.4571   1.5857   1.72681   1.88084
x30205022   9   NO   13.5981   10.9456   8.81136   9.24254   9.6979   10.1782   10.6834   11.2141   11.7708   12.3534   12.9624
x30205022   10   NO   37.7552   32.2796   27.411   28.4366   29.495   30.5851   31.7076   32.8599   34.0416   35.2528   36.4909
x30205022   11   NO   94.9756   88.0463   80.4377   82.1716   83.8839   85.5702   87.2285   88.8552   90.4464   91.9976   93.5092
x30205022   12   NO   100.652   108.395   114.144   113.036   111.833   110.531   109.131   107.634   106.037   104.341   102.546
x30205023   11   HCN   1.27E-06   1.65E-10   3.53E-14   1.46E-13   7.25E-13   4.80E-12   4.59E-11   6.38E-10   9.25E-09   7.83E-08   3.66E-07
x30205023   12   HCN   0.128703   0.0406297   0.00508737   0.00944485   0.0156782   0.0239599   0.0344776   0.0474325   0.0630793   0.0816668   0.103472
x30205023   13   HCN   1.1555   0.890619   0.638273   0.693299   0.74908   0.805406   0.862131   0.919217   0.976729   1.03492   1.09428
x30205023   16   HCN   6.94444   20.4315   36.8484   33.1   29.3846   25.7307   22.1684   18.7299   15.4499   12.3654   9.51597
x30205023   17   HCN   587.616   374.722   231.662   258.539   288.041   320.382   355.791   394.511   436.793   482.892   533.074
x30205023   18   HCN   1483.77   1028.32   685.989   752.712   824.62   901.921   984.767   1073.3   1167.55   1267.5   1373.01
x30205023   19   HCN   1.67E-08   1.30E-07   3.97E-06   1.43E-06   6.33E-07   3.21E-07   1.72E-07   9.97E-08   6.12E-08   3.88E-08   2.59E-08
x30205023   20   HCN   1.07E-10   1.95E-10   4.44E-10   3.63E-10   3.44E-10   2.66E-10   2.26E-10   1.94E-10   1.58E-10   7.60E-11   1.23E-10
x30205023   21   HCN   9.29E-13   3.15E-13   1.19E-13   1.68E-11   6.88E-13   2.44E-13   2.40E-13   1.54E-13   6.22E-14   4.98E-14   2.45E-12
x30205023   1   NO   0.00220739   0.000270604   0.000385719   0.000383359   0.0003771   0.000362442   0.000318776   0.000191604   6.09E-06   0.000242342   0.00107451
x30205023   2   NO   0.00559016   0.00586648   0.0073446   0.00705524   0.006673   0.00630141   0.00599005   0.00575942   0.00560818   0.00553331   0.00553033
x30205023   3   NO   0.00838826   0.0100687   0.0120444   0.0115731   0.0111197   0.0106838   0.010269   0.0098744   0.00949151   0.00912006   0.00875602
x30205023   4   NO   0.0568926   0.0705465   0.0780036   0.0766951   0.0752292   0.0735554   0.0716264   0.0693994   0.0668368   0.0639183   0.0606009
x30205023   5   NO   0.468287   0.612361   0.715284   0.696043   0.674742   0.651352   0.625869   0.598282   0.568642   0.537031   0.503536
x30205023   6   NO   15.2555   18.9431   22.237   21.5445   20.8284   20.0902   19.3305   18.5508   17.752   16.9358   16.1029
x30205023   7   NO   0.227761   0.332868   2.1038   1.61311   1.17097   0.785474   0.465357   0.220422   0.061407   0.000274192   0.0505566
x30205023   8   NO   100.855   101.097   100.169   100.487   100.736   100.924   101.053   101.126   101.142   101.102   101.006
x30205023   9   NO   84.8362   90.1947   94.6951   93.7758   92.8092   91.7965   90.7396   89.6394   88.4971   87.3152   86.0941
x30205023   10   NO   7.63222   9.69914   12.2512   11.6395   11.0537   10.4933   9.95772   9.4465   8.95881   8.4944   8.05229
x30205024   11   HCN   6.95E-07   1.65E-10   9.16E-14   3.37E-13   1.44E-12   7.68E-12   5.47E-11   5.36E-10   6.05E-09   4.83E-08   2.18E-07
x30205024   12   HCN   0.0903327   0.0223434   0.00183157   0.00385147   0.00710706   0.0118522   0.0183484   0.0268969   0.0378706   0.0517217   0.0690008
x30205024   13   HCN   4.07265   2.09981   1.04526   1.22645   1.43459   1.67354   1.94781   2.2627   2.62447   3.04057   3.51974
x30205024   14   HCN   19.8896   9.76975   5.01572   5.80424   6.72313   7.79739   9.05805   10.5431   12.3005   14.3897   16.887
x30205024   15   HCN   193.897   60.4329   25.7047   30.6836   36.8573   44.6045   54.4685   67.261   84.257   107.602   141.283
x30205024   16   HCN   0.220079   1.00625   4.28606   3.15428   2.29784   1.65945   1.19034   0.849859   0.605268   0.430961   0.307393
x30205024   17   HCN   0.0105775   0.0319283   0.119872   0.0878257   0.0649383   0.0484951   0.0366007   0.0279284   0.0215529   0.0168188   0.0132684
x30205024   21   HCN   8.75E-09   4.83E-08   2.53E-07   1.76E-07   1.22E-07   8.46E-08   5.83E-08   4.00E-08   2.74E-08   1.87E-08   1.28E-08
x30205024   22   HCN   1.87E-11   2.32E-11   2.86E-11   2.74E-11   2.61E-11   2.49E-11   2.38E-11   2.27E-11   2.16E-11   2.06E-11   1.96E-11
x30205024   1   NO   0.0227394   0.0405651   0.0414239   0.041399   0.0413492   0.0412249   0.0409108   0.0399596   0.0372751   0.0323548   0.0271338
x30205024   2   NO   0.012049   0.0114872   0.00997155   0.0100409   0.010383   0.0108366   0.011287   0.0116671   0.0119463   0.0121073   0.0121432
x30205024   3   NO   0.00421533   0.0152006   0.0270796   0.0245185   0.0218962   0.0192284   0.0165381   0.0138664   0.0112466   0.00872374   0.0063564
x30205024   4   NO   0.76756   1.07E-06   0.111346   0.0770377   0.0454442   0.0191978   0.00259331   0.00289009   0.0330592   0.118212   0.313387
x30205024   5   NO   8.62117   8.16788   6.95997   7.29472   7.59265   7.85206   8.07226   8.25369   8.39752   8.50528   8.57898
x30205024   6   NO   0.223499   0.0585782   0.00147402   0.00651327   0.0155765   0.0290982   0.047452   0.0710415   0.100164   0.135089   0.176133
x30205024   7   NO   4.07421   3.05397   2.19983   2.37482   2.5583   2.75018   2.95063   3.1593   3.37618   3.60105   3.83386
x30205024   8   NO   11.262   9.49062   7.84725   8.2002   8.56019   8.92737   9.30133   9.68162   10.068   10.4605   10.8586
x30205024   9   NO   26.8135   24.4855   22.1354   22.6578   23.1801   23.7027   24.2246   24.7456   25.265   25.7834   26.2996
x30205025   12   HCN   2.87E-06   4.63E-10   3.53E-14   1.61E-13   9.40E-13   7.90E-12   1.07E-10   2.05E-09   2.91E-08   1.98E-07   8.29E-07
x30205025   13   HCN   1.11671   0.379015   0.0415157   0.0847183   0.146848   0.22693   0.323993   0.43861   0.572186   0.727343   0.907473
x30205025   15   HCN   0.242365   0.99626   3.39441   2.60943   1.99891   1.52207   1.15002   0.860972   0.638008   0.467574   0.338687
x30205025   16   HCN   3.20E-05   0.000199264   0.00138156   0.000889256   0.000575453   0.000374669   0.000245547   0.000161978   0.000107413   7.16E-05   4.79E-05
x30205025   17   HCN   3.87E-09   1.94E-08   1.46E-07   9.03E-08   6.07E-08   3.42E-08   2.43E-08   1.66E-08   1.02E-08   7.09E-09   5.34E-09
x30205025   18   HCN   4.82E-10   5.54E-10   7.22E-10   6.81E-10   7.04E-10   6.11E-10   5.76E-10   5.33E-10   4.99E-10   4.66E-10   4.58E-10
x30205025   19   HCN   5.50E-11   8.52E-11   1.37E-10   1.23E-10   1.11E-10   9.95E-11   8.97E-11   8.09E-11   7.32E-11   6.63E-11   6.03E-11
x30205025   20   HCN   1.27E-11   1.78E-11   2.39E-11   2.24E-11   2.10E-11   1.97E-11   1.84E-11   1.72E-11   1.60E-11   1.48E-11   3.24E-11
x30205025   21   HCN   8.83E-13   1.90E-12   2.43E-12   2.97E-12   2.50E-11   9.90E-13   2.09E-12   3.94E-12   1.48E-12   1.62E-12   1.06E-12
x30205025   22   HCN   3.36E-13   2.89E-14   1.01E-11   0   3.93E-12   1.22E-14   3.15E-13   0   1.76E-16   1.47E-14   4.01E-14
x30205025   1   NO   0.306927   0.16577   0.157063   0.157189   0.157487   0.158383   0.161578   0.173473   0.202179   0.239056   0.274113
x30205025   2   NO   0.0241131   0.0243528   0.0401035   0.0365353   0.0321524   0.0282807   0.0254008   0.023544   0.0225902   0.0224079   0.0229325
x30205025   3   NO   0.275338   0.0937278   0.026543   0.036229   0.0484213   0.0636621   0.0826107   0.106119   0.13532   0.171707   0.217407
x30205025   4   NO   6.5818   4.90796   3.41814   3.73649   4.06126   4.39365   4.73431   5.08399   5.44308   5.81216   6.19161
x30205025   5   NO   13.5007   10.9444   8.61649   9.11077   9.6187   10.1396   10.6731   11.2184   11.7747   12.3412   12.917
x30205025   6   NO   21.6936   19.597   17.2864   17.8146   18.3351   18.8468   19.3496   19.8417   20.3229   20.7925   21.2496
x30205025   7   NO   26.8009   26.341   25.5305   25.7409   25.9342   26.11   26.2682   26.4095   26.5331   26.6395   26.7287
x30205025   8   NO   23.5381   24.5643   25.351   25.1989   25.0335   24.8551   24.6644   24.4616   24.247   24.0211   23.7844
x30205025   9   NO   15.5022   17.086   18.6442   18.3023   17.9575   17.6103   17.2611   16.9105   16.5587   16.2065   15.8542
x30205025   10   NO   8.42677   9.62937   10.9571   10.652   10.3525   10.0588   9.771   9.48933   9.21408   8.94502   8.68258
x30205025   11   NO   3.95121   4.46481   5.10637   4.95253   4.80519   4.66433   4.52978   4.40163   4.27968   4.16393   4.05457
x30205026   12   HCN   1.33E-06   3.69E-10   1.01E-13   3.96E-13   1.87E-12   1.17E-11   1.06E-10   1.37E-09   1.68E-08   1.12E-07   4.36E-07
x30205026   13   HCN   0.859392   0.219965   0.0114881   0.0293926   0.0618487   0.111382   0.179053   0.26588   0.373685   0.505458   0.665546
x30205026   14   HCN   8.95362   22.2722   11.9813   14.5654   17.6249   20.9837   23.336   18.8549   13.8476   11.4681   10.0184
x30205026   17   HCN   0.000108773   0.000218319   0.000384137   0.000341505   0.00030244   0.000266609   0.00023417   0.000203539   0.000175917   0.000151189   0.000128855
x30205026   18   HCN   3.67E-07   1.80E-06   7.09E-06   5.32E-06   3.96E-06   2.91E-06   2.12E-06   1.53E-06   1.09E-06   7.66E-07   5.34E-07
x30205026   19   HCN   4.74E-11   2.30E-10   1.86E-09   1.26E-09   7.13E-10   4.34E-10   2.85E-10   1.86E-10   1.25E-10   8.51E-11   6.28E-11
x30205026   20   HCN   3.26E-12   5.52E-12   8.84E-12   8.03E-12   7.25E-12   6.52E-12   5.86E-12   5.24E-12   4.68E-12   4.16E-12   3.69E-12
x30205026   21   HCN   2.26E-13   3.56E-13   6.07E-13   5.27E-13   4.71E-13   4.21E-13   3.73E-13   3.37E-13   3.11E-13   2.87E-13   2.57E-13
x30205026   22   HCN   3.41E-14   5.21E-14   7.87E-14   7.25E-14   6.58E-14   6.00E-14   5.42E-14   4.97E-14   4.54E-14   4.11E-14   3.72E-14
x30205026   1   NO   0.103261   0.193172   0.198743   0.198562   0.198382   0.197659   0.195678   0.188913   0.171173   0.145971   0.12306
x30205026   2   NO   0.515304   0.501742   0.44724   0.450307   0.463046   0.479473   0.495073   0.507418   0.515603   0.519525   0.519345
x30205026   3   NO   0.00950096   0.10601   0.54314   0.462211   0.37296   0.274622   0.165285   0.0588061   0.0160149   0.00174104   0.000960922
x30205026   4   NO   0.370158   0.246372   0.118837   0.145845   0.173938   0.202733   0.231817   0.260841   0.28946   0.317402   0.344374
x30205026   5   NO   0.143954   0.176106   0.189801   0.188696   0.186419   0.183067   0.178671   0.173323   0.16707   0.160037   0.152299
x30205026   6   NO   0.0615895   0.0238818   0.00393639   0.00685672   0.0106278   0.0152712   0.0207922   0.0271926   0.0344835   0.0426484   0.0516801
x30205026   7   NO   0.605384   0.485627   0.37455   0.39836   0.422702   0.447527   0.472816   0.498516   0.52464   0.551199   0.578109
x30205026   8   NO   1.27133   1.13518   0.998671   1.02895   1.05927   1.08962   1.11997   1.15035   1.18071   1.21101   1.24121
x30205026   9   NO   1.88203   1.77603   1.65994   1.68653   1.71263   1.73834   1.7636   1.78832   1.81256   1.8363   1.85946
x30205026   10   NO   2.57213   2.54151   2.4895   2.50279   2.51512   2.52641   2.53674   2.54601   2.55422   2.56131   2.56725
x30205026   11   NO   2.76798   2.86774   2.93988   2.92632   2.91133   2.89501   2.87727   2.85807   2.8375   2.81556   2.79236
x30205049   1   CO   3.80415   2.16671   1.22596   1.39161   1.57958   1.79275   2.03426   2.30763   2.61676   2.96599   3.36001
x30205049   2   CO   9.27824   4.86247   2.36028   2.79351   3.29038   3.85855   4.50611   5.24208   6.07632   7.01921   8.08242
x30205049   3   CO   55.8699   29.3172   13.5611   16.3365   19.4952   23.074   27.1122   31.6535   36.7452   42.439   48.7927
x30205049   8   CO   2385.84   2412.35   2456.39   2444.36   2433.79   2424.45   2416.16   2408.75   2402.11   2396.13   2390.73
x30205049   1   CO2   0.00100853   0.000464627   0.000211598   0.000252149   0.000300404   0.000357773   0.000425927   0.000506781   0.000602604   0.000716044   0.000850154
x30205049   2   CO2   0.00574434   0.00278168   0.00131528   0.00155651   0.00183998   0.00217264   0.00256249   0.00301873   0.00355195   0.00417427   0.00489978
x30205049   3   CO2   0.140945   0.0739057   0.0385424   0.0445818   0.0515372   0.0595487   0.0687772   0.0794101   0.091666   0.105798   0.122108
x30205049   4   CO2   0.690172   0.349562   0.181548   0.209733   0.242436   0.280451   0.324727   0.376407   0.436889   0.507873   0.591438
x30205049   5   CO2   0.802959   0.0260874   0.070554   0.0351053   0.0101502   2.01E-05   0.0106069   0.0499979   0.129413   0.264642   0.478217
x30205049   8   CO2   5.12124   2.18295   0.273676   0.573087   0.953851   1.40281   1.90971   2.46795   3.07191   3.71717   4.40133
x30205049   9   CO2   16.3029   20.5238   25.5462   24.3467   23.1977   22.096   21.038   20.0195   19.0389   18.0938   17.1827
x30205049   10   CO2   51.8129   57.5348   63.674   62.269   60.8882   59.53   58.1944   56.8789   55.5845   54.309   53.0522
x30205049   1   HCN   0.471058   0.310735   0.203919   0.224007   0.246028   0.270162   0.296594   0.325533   0.357199   0.391834   0.429692
x30205049   2   HCN   1.22413   0.822757   0.548262   0.600434   0.657314   0.719295   0.786796   0.860269   0.940191   1.0271   1.12154
x30205049   3   HCN   7.34822   5.12935   3.56331   3.86591   4.19277   4.54588   4.92729   5.33934   5.78453   6.26563   6.78577
x30205049   4   HCN   17.4932   12.1321   8.47526   9.17612   9.93589   10.7602   11.6555   12.6291   13.6894   14.846   16.1096
x30205049   5   HCN   32.224   19.0343   11.5537   12.8994   14.4047   16.0934   17.994   20.1411   22.5773   25.3557   28.5427
x30205049   6   HCN   209.854   62.0671   28.8938   33.7788   39.723   47.0832   56.4086   68.595   85.2213   109.345   147.319
x30205049   7   HCN   191.479   206.862   235.667   226.734   219.188   213.59   208.953   204.886   201.198   197.778   194.554
x30205049   8   HCN   131.378   141.674   152.677   150.143   147.667   145.24   142.853   140.502   138.185   135.891   133.622
x30205049   9   HCN   88.3383   96.9373   105.833   103.828   101.839   99.8674   97.911   95.9684   94.0396   92.1268   90.2244
x30205049   10   HCN   25.8054   30.7588   36.0508   34.8475   33.659   32.4867   31.3309   30.1919   29.0697   27.9638   26.8762
x30205049   11   HCN   0.0593203   0.0669516   0.570025   0.416397   0.286431   0.180543   0.098741   0.0413184   0.00846754   0.000384763   0.0172771
x30205049   12   HCN   8.70023   5.90705   3.64957   4.10456   4.58623   5.09466   5.62958   6.19168   6.77906   7.39322   8.03379
x30205049   1   NO   0.12122   0.0808291   0.0538249   0.0589111   0.0644893   0.0705941   0.0772621   0.0845585   0.0925269   0.101272   0.110788
x30205049   2   NO   0.310408   0.209539   0.140555   0.153673   0.167992   0.183553   0.200517   0.218978   0.239033   0.260877   0.284628
